date,sp500
12/6/18,2695.95
12/7/18,2633.08
12/10/18,2637.72
12/11/18,2636.78
12/12/18,2651.07
12/13/18,2650.54
12/14/18,2599.95
12/17/18,2545.94
12/18/18,2546.16
12/19/18,2506.96
12/20/18,2467.42
12/21/18,2416.62
12/24/18,2351.1
12/25/18,.
12/26/18,2467.7
12/27/18,2488.83
12/28/18,2485.74
12/31/18,2506.85
